A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.16,0.07,-0.13,404.7,-3.38,-1.61,88.95,2166,2299,2208,2366
0.17,0.12,-0.02,404.5,-3.41,-1.55,89,2252,2455,2305,2663
0.17,0.15,-0.03,404.5,-3.41,-1.5,89.05,2154,2324,2395,2645
0.15,0.16,-0.05,404.8,-3.43,-1.43,89.1,1879,2493,2105,2624
0.14,0.23,-0.03,404.5,-3.49,-1.34,89.15,2134,2959,2054,2454
0.17,0.27,0.02,403.7,-3.5,-1.36,89.2,2185,2801,2376,2822
0.14,0.27,0.02,403.2,-3.5,-1.35,89.25,2137,2846,2311,2569
0.15,0.28,0.02,402.3,-3.49,-1.36,89.3,2182,2892,2236,2991
0.01,0.27,0.01,402,-3.5,-1.43,89.35,2157,2800,2335,2773
-0.12,0.25,0.03,401.3,-3.52,-1.47,89.4,2330,3165,2093,2644
-0.14,0.24,0.04,400.1,-3.56,-1.57,89.45,2329,3078,2209,2638
-0.29,0.18,-0.03,400,-3.61,-1.63,89.5,2709,2851,1937,2398
-0.4,0.16,0.06,399.1,-3.65,-1.63,89.55,2702,3477,2040,2173
-0.53,0.14,0.05,397.8,-3.74,-1.71,89.6,2860,3348,1967,2144
-0.5,0.08,-0.11,399.5,-3.84,-1.88,89.65,2674,2190,1925,1830
-0.53,0.06,-0.15,400.7,-3.96,-1.88,89.7,2998,2574,1391,1258
-0.69,0.06,-0.04,399.9,-4.07,-1.72,89.75,2842,3219,1527,1928
-0.93,0.06,0.03,397.6,-4.12,-1.75,89.8,3188,3496,1743,1821
-1.07,0.05,0.05,396.3,-4.19,-1.84,89.85,3465,3393,1648,1687
-1.29,0.04,-0.01,394.8,-4.43,-1.93,89.9,3680,3769,1274,1232
-1.42,0.05,0,393.5,-4.6,-1.94,89.95,3902,3957,1071,1219
-1.42,0.06,0,392.8,-4.68,-1.94,90,3848,3983,1161,1008
-1.18,0.12,0.07,391.1,-4.77,-1.92,90.05,3761,4014,1149,1258
-0.38,0.17,0.04,392.1,-4.65,-1.86,90.1,3081,3381,1503,1928
-0.29,0.19,0.04,393,-4.46,-1.79,90.15,2927,3485,1775,1995
-0.81,0.22,-0.01,395.3,-4.08,-1.71,90.2,2056,2802,2175,2659
-0.76,0.25,-0.12,397.7,-4.16,-1.74,90.25,2523,3136,1427,1800
-0.78,0.29,-0.1,398.1,-4.27,-1.75,90.3,2864,3676,1054,1447
-0.7,0.38,-0.01,397.3,-4.35,-1.74,90.35,2689,3712,1482,2133
-0.89,0.39,-0.02,396.9,-4.37,-1.74,90.4,2744,3745,1189,2063
-0.85,0.42,-0.03,396.7,-4.4,-1.73,90.45,2556,3609,1366,2150
-1.02,0.49,0.03,395.3,-4.52,-1.61,90.5,3201,4413,815,1792
-0.94,0.57,0.1,393.4,-4.52,-1.47,90.55,2806,4349,1206,2576
-0.86,0.61,0.08,393.2,-4.51,-1.39,90.6,2488,4433,1185,2526
-0.48,0.67,-0.04,395.2,-4.45,-1.34,90.65,1986,3863,1182,2565
-0.24,0.69,-0.06,397.3,-4.34,-1.3,90.7,1714,3569,1148,2617
-0.16,0.72,-0.12,399.1,-4.25,-1.26,90.75,1488,3493,1290,2874
-0.14,0.77,-0.05,400.2,-4.1,-1.17,90.8,1371,3671,1489,3099
-0.14,0.81,-0.01,400.3,-4.04,-1.14,90.85,1386,3865,1592,3161
-0.14,0.81,0,400.2,-4.02,-1.15,90.9,1497,3991,1402,3130
-0.13,0.82,0,400.2,-4,-1.17,90.95,1450,3916,1495,3190
-0.07,0.83,0.01,400.4,-4.02,-1.19,91,1625,3921,1373,3077
0.01,0.81,-0.02,400.9,-4.01,-1.2,91.05,1642,3589,1321,3009
0.11,0.87,0.04,400.4,-3.96,-1.13,91.1,1776,3699,1586,3377
0.14,0.88,0.03,401,-3.91,-0.93,91.15,1303,3593,1771,3711
0.11,0.88,0.01,401.4,-3.9,-0.8,91.2,1287,3833,1463,3570
0.14,0.94,0.04,401.5,-3.88,-0.6,91.25,1229,4078,1534,3595
0.14,0.97,0.04,401.5,-3.86,-0.51,91.3,1203,4128,1574,3716
0.14,0.96,0.02,401.9,-3.84,-0.48,91.35,999,3855,1446,3871
0.12,0.96,-0.04,403,-3.87,-0.51,91.4,1093,4039,1350,3427
0.13,0.98,-0.04,403.5,-3.88,-0.57,91.45,916,3918,1325,3521
0.15,1.03,-0.01,403.1,-3.89,-0.63,91.5,1047,3991,1532,3524
0.13,1.05,0,403,-3.91,-0.74,91.55,1079,4115,1480,3491
0.13,1.09,0.02,402.3,-3.91,-0.84,91.6,1192,4384,1417,3662
0.14,1.09,0.05,401.8,-3.91,-0.87,91.65,1139,4229,1505,3634
0.12,1.1,0.07,401.1,-3.89,-0.87,91.7,1114,4295,1181,3809
0.14,1.1,0.08,400.9,-3.87,-0.88,91.75,965,4251,1573,3795
0.12,1.08,0.02,401.4,-3.86,-0.89,91.8,1011,4052,1340,3838
0.13,1.09,0.01,401.6,-3.86,-0.92,91.85,1074,4148,1423,3634
0.12,1.15,0.1,400.3,-3.83,-0.85,91.9,1322,4371,1282,3945
0.13,1.13,0.06,400.7,-3.79,-0.78,91.95,1218,4204,1531,4061
0.12,1.12,0.02,401.5,-3.77,-0.64,92,894,4332,1177,3890
0.13,1.06,-0.07,403.1,-3.79,-0.62,92.05,598,4079,1441,3560
0.11,1.13,-0.03,403.1,-3.81,-0.67,92.1,821,4097,1334,3696
0.11,1.12,-0.06,404.2,-3.87,-0.79,92.15,756,3966,1197,3533
0.08,1.23,0.02,402.9,-3.9,-0.84,92.2,1263,4559,979,3568
0.1,1.27,0.06,401.8,-3.87,-0.81,92.25,910,4716,1133,4129
0.1,1.26,0.04,401.3,-3.84,-0.82,92.3,626,4633,1193,4179
0.08,1.27,-0.01,402,-3.88,-0.94,92.35,1257,4326,1104,3730
0.08,1.31,0.04,401.3,-3.89,-0.94,92.4,1129,4454,1134,3876
0.08,1.33,0.08,400.7,-3.85,-0.71,92.45,641,4684,1045,4418
0.08,1.33,0.05,401,-3.84,-0.64,92.5,679,4566,1034,4264
0.08,1.22,-0.06,402.6,-3.86,-0.65,92.55,541,4285,926,3868
0.05,1.26,-0.07,403.5,-3.93,-0.71,92.6,696,4557,748,3552
0.03,1.42,0.1,401.3,-3.91,-0.67,92.65,955,5138,773,4122
0.03,1.53,0.17,399.1,-3.85,-0.59,92.7,1287,5286,1196,4564
0.05,1.46,0.1,398.7,-3.75,-0.48,92.75,348,4976,1446,4584
0.02,1.34,-0.03,400.7,-3.78,-0.62,92.8,834,4589,698,3985
0.05,1.34,-0.01,401.5,-3.78,-0.7,92.85,704,4248,1176,3854
0.02,1.37,0,401.7,-3.79,-0.66,92.9,636,4818,896,4183
0.03,1.38,0.03,401.8,-3.79,-0.71,92.95,740,4735,942,4128
0.04,1.4,0.03,401.8,-3.78,-0.77,93,638,4678,1125,3957
0.02,1.41,0.04,401.4,-3.78,-0.81,93.05,953,5011,847,3953
0.03,1.42,0.06,400.9,-3.74,-0.82,93.1,715,4727,1173,4310
0.03,1.44,0.09,400.4,-3.72,-0.83,93.15,763,4868,997,4419
0.06,1.37,0.01,401.6,-3.7,-0.88,93.2,562,4698,1076,4102
0.06,1.35,0.01,402.2,-3.7,-0.96,93.25,708,4610,895,3918
0.07,1.35,-0.01,402.5,-3.7,-1,93.3,783,4423,997,4039
0.09,1.37,0.02,402.6,-3.71,-0.96,93.35,701,4517,1035,4229
0.09,1.38,0.04,402.4,-3.7,-0.9,93.4,542,5105,1092,4079
0.09,1.39,0.04,402.4,-3.68,-0.94,93.45,643,4657,1156,4222
0.08,1.4,0.04,402.5,-3.7,-1.02,93.5,839,4586,1059,3982
0.09,1.42,0.07,402.1,-3.7,-0.97,93.55,679,5067,1125,4173
0.1,1.49,0.15,400.9,-3.66,-0.93,93.6,1046,5161,1169,4379
0.15,1.44,0.1,400.4,-3.54,-0.95,93.65,485,4566,1463,4713
0.14,1.36,0.03,401.8,-3.54,-1.03,93.7,603,4477,1307,3933
0.16,1.38,0.02,402.4,-3.55,-1.07,93.75,744,4555,1054,3986
0.18,1.35,0.02,403.1,-3.53,-1.03,93.8,493,4558,1089,4347
0.16,1.36,0.03,403.4,-3.52,-0.91,93.85,677,4438,878,4379
0.17,1.38,0.04,403.4,-3.51,-0.82,93.9,684,4442,1120,4215
0.18,1.27,-0.04,404.9,-3.53,-0.79,93.95,155,4691,962,4044
0.19,1.3,-0.03,405,-3.53,-0.93,94,670,4134,1171,4009
0.2,1.51,0.18,402.4,-3.53,-0.92,94.05,1172,5021,1477,4269
0.22,1.41,0.09,402.6,-3.44,-0.82,94.1,491,4526,1449,4789
0.18,1.34,-0.03,403.6,-3.45,-0.9,94.15,799,4510,1039,4005
0.2,1.3,-0.02,404.4,-3.45,-0.97,94.2,463,4391,1331,3978
0.2,1.31,0.01,404.7,-3.46,-1.12,94.25,656,4467,1205,4013
0.2,1.34,0.05,404,-3.45,-1.17,94.3,969,4356,1171,4221
0.2,1.3,0.04,404,-3.43,-1.15,94.35,763,4320,1240,4295
0.21,1.26,0.01,404.6,-3.44,-1.08,94.4,675,4286,1265,4047
0.22,1.2,-0.03,405.6,-3.48,-1.1,94.45,842,4205,1212,3823
0.2,1.19,-0.01,405.5,-3.48,-1.09,94.5,815,4189,1148,3833
0.2,1.21,0.05,404.2,-3.44,-1.07,94.55,871,4385,1380,4138
0.2,1.19,0.06,403.4,-3.4,-1.07,94.6,1094,4134,1390,4106
0.21,1.14,0.03,403.8,-3.39,-1.07,94.65,1003,3697,1473,4164
0.2,0.99,-0.1,406.6,-3.47,-0.98,94.7,646,3521,1244,3423
0.21,1.01,-0.07,407,-3.55,-0.94,94.75,1041,3934,1204,3283
0.22,1.06,0,405.9,-3.55,-0.92,94.8,1066,4321,1358,3762
0.21,1.01,0.01,405.5,-3.53,-0.85,94.85,634,3960,1390,3912
0.19,0.99,-0.04,405.7,-3.57,-0.89,94.9,1016,3955,1279,3568
0.2,0.96,-0.03,405.5,-3.59,-0.94,94.95,1137,3620,1461,3377
0.21,0.94,-0.02,404.9,-3.6,-0.93,95,975,3831,1471,3624
0.21,0.92,0.01,404.5,-3.62,-0.97,95.05,1058,3727,1590,3581
0.21,0.85,-0.06,405.3,-3.63,-1.04,95.1,1076,3406,1513,3592
0.22,0.83,-0.07,405.7,-3.7,-1.06,95.15,1183,3365,1566,3406
0.22,0.8,-0.05,405.8,-3.75,-0.99,95.2,1127,3667,1476,3361
0.21,0.8,-0.01,405,-3.76,-0.99,95.25,1163,3950,1532,3391
0.22,0.76,0.04,403.5,-3.72,-1.14,95.3,1362,3295,1939,3514
0.21,0.67,0.05,403.1,-3.73,-1.25,95.35,1679,3283,1914,3169
0.23,0.64,0.07,402.4,-3.72,-1.28,95.4,1836,3441,1938,3296
0.22,0.56,0.04,402,-3.68,-1.31,95.45,1612,3140,2165,3346
0.22,0.47,0.02,402.2,-3.69,-1.4,95.5,1792,3084,2036,3074
0.22,0.41,-0.06,403.5,-3.69,-1.47,95.55,1553,2547,2155,3007
0.21,0.33,-0.07,404,-3.74,-1.53,95.6,1930,2836,2092,2755
0.21,0.3,-0.02,403.7,-3.74,-1.54,95.65,1786,2845,2193,2933
0.21,0.3,0.07,402.5,-3.74,-1.57,95.7,2303,3143,2358,2914
0.22,0.3,0.13,400.8,-3.66,-1.62,95.75,2153,3141,2652,3122
0.2,0.32,0,401.9,-3.63,-1.67,95.8,1499,2800,2439,3101
0.19,0.35,0,402.2,-3.67,-1.75,95.85,1733,2944,2241,2731
0.19,0.45,0.06,402,-3.69,-1.9,95.9,2203,3220,2189,2723
0.2,0.56,0.1,401,-3.64,-1.88,95.95,1809,3356,2429,3365
0.18,0.62,0.06,401,-3.63,-1.84,96,1759,3635,2065,3228
0.19,0.76,0.14,399.4,-3.58,-1.76,96.05,1692,3992,2109,3673
0.18,0.78,0.06,400.4,-3.55,-1.7,96.1,1310,3332,1903,3845
0.17,0.81,-0.02,401.6,-3.58,-1.64,96.15,1273,3409,1629,3310
0.17,0.93,-0.01,402.8,-3.64,-1.5,96.2,1033,4055,1469,3346
0.17,1.07,0.05,401.6,-3.62,-1.43,96.25,1208,4279,1420,3869
0.17,1.12,0.12,400.8,-3.58,-1.4,96.3,1180,4121,1679,4220
0.15,1.15,0.04,401,-3.57,-1.28,96.35,770,4361,1457,3993
0.12,1.24,0.08,400.9,-3.57,-1.21,96.4,944,4639,1164,3943
0.14,1.28,0.1,400.4,-3.55,-1.18,96.45,858,4568,1360,4214
0.13,1.27,0.04,401.1,-3.52,-1.07,96.5,829,4393,1027,4140
0.13,1.28,0,402.1,-3.53,-1.05,96.55,535,4654,1284,3954
0.14,1.3,0.01,402.3,-3.53,-1.12,96.6,648,4539,1220,4052
0.12,1.44,0.11,400.9,-3.52,-1.19,96.65,1284,4709,1129,4210
0.13,1.49,0.16,399.6,-3.46,-0.95,96.7,1008,4877,1165,4662
0.12,1.46,0.15,399.4,-3.41,-0.75,96.75,800,5013,1020,4744
0.14,1.4,0.06,400.8,-3.35,-0.56,96.8,593,4485,1331,4430
0.12,1.37,0,402.3,-3.36,-0.54,96.85,907,4608,961,4021
0.14,1.33,0.01,403,-3.34,-0.53,96.9,562,4424,1200,4121
0.14,1.38,0.03,402.9,-3.3,-0.51,96.95,684,4693,1170,4202
0.14,1.42,0.06,402.6,-3.27,-0.52,97,749,4753,1136,4404
0.15,1.45,0.09,402.2,-3.25,-0.52,97.05,958,4624,1153,4468
0.12,1.43,0.1,402.3,-3.2,-0.41,97.1,914,4614,1041,4371
0.15,1.42,0.1,402.4,-3.15,-0.3,97.15,798,4710,1228,4450
0.15,1.41,0.07,402.6,-3.12,-0.25,97.2,827,4694,1043,4623
0.15,1.36,0.07,403,-3.05,-0.28,97.25,984,4416,1064,4430
0.15,1.29,0.05,403.5,-3,-0.26,97.3,723,4425,1346,4251
0.15,1.24,0.02,404.3,-3,-0.28,97.35,511,4551,1052,3989
0.17,1.23,0.04,404.3,-2.95,-0.4,97.4,907,4257,1396,4156
0.15,1.18,0.04,404.7,-2.92,-0.48,97.45,1045,4248,1320,4024
0.15,1.1,-0.01,405.5,-2.91,-0.53,97.5,935,3890,973,4089
0.13,1.1,0.03,405.3,-2.9,-0.59,97.55,1112,4463,1161,3652
0.16,1.17,0.16,403.3,-2.85,-0.63,97.6,1455,4586,1588,4305
0.13,1.1,0.13,403.2,-2.79,-0.65,97.65,1116,4388,1535,4215
0.13,1.01,0.02,404.5,-2.75,-0.69,97.7,1004,3781,1518,3801
0.13,0.95,-0.07,406.7,-2.79,-0.76,97.75,712,3886,1414,3322
0.14,0.98,-0.04,406.9,-2.82,-0.83,97.8,1211,3842,1398,3371
0.15,1.14,0.16,404.2,-2.76,-0.87,97.85,1291,4671,1623,4099
0.14,1.16,0.19,402.4,-2.67,-0.85,97.9,1156,4429,1723,4550
0.13,1.14,0.13,402.6,-2.64,-0.86,97.95,1166,4384,1586,4240
0.13,1.13,0.11,403.1,-2.6,-0.92,98,1328,4309,1513,3870
0.13,1.15,0.1,403.1,-2.55,-0.88,98.05,1105,4400,1579,4063
0.12,1.13,0.06,403.9,-2.53,-0.84,98.1,985,4133,1376,4090
0.1,1.12,0.03,405.5,-2.52,-0.81,98.15,838,4163,1159,3750
0.12,1.17,0.04,406,-2.51,-0.84,98.2,992,4339,1364,3776
0.1,1.19,0.02,406,-2.5,-0.86,98.25,1275,4600,1162,3698
0.12,1.31,0.18,403.6,-2.4,-0.81,98.3,1198,4756,1442,4636
0.12,1.26,0.11,403.3,-2.31,-0.69,98.35,1280,4567,1440,4594
0.11,1.3,0.16,403.3,-2.29,-0.65,98.4,1107,4739,1349,4401
0.11,1.29,0.15,404.1,-2.25,-0.55,98.45,1176,4983,1187,3893
0.15,1.27,0.12,405.1,-2.17,-0.44,98.5,410,4357,1499,4775
0.09,1.13,-0.07,407.9,-2.19,-0.49,98.55,505,4246,1172,3504
0.1,1.19,-0.03,408.6,-2.21,-0.69,98.6,976,4198,1108,3807
-0.09,1.18,-0.03,408.9,-2.2,-0.69,98.65,425,4258,1153,3943
-0.11,1.21,-0.03,408.7,-2.26,-0.74,98.7,982,4686,763,3639
-0.11,1.29,0.11,406.3,-2.29,-0.93,98.75,1260,4677,1272,3883
-0.12,1.29,0.14,404.6,-2.25,-0.93,98.8,945,5101,1147,4095
-0.12,1.25,0.07,404.8,-2.24,-0.98,98.85,803,4846,1301,4074
-0.11,1.29,0.13,403.3,-2.19,-1.2,98.9,1451,4925,1239,4006
0.04,1.2,0.08,403.8,-2.11,-1.25,98.95,852,4234,1597,4268
0.18,1.17,0.08,404.7,-2.09,-1.3,99,901,4431,1349,3999
0.11,1.15,0.04,407.2,-2.05,-1.51,99.05,1406,4153,1242,3549
0.13,1.21,0.11,406.2,-1.95,-1.43,99.1,1076,4333,1710,4313
0.11,1.22,0.14,405.7,-1.91,-1.35,99.15,886,4598,1555,4483
0.09,1.18,0.1,406.3,-1.88,-1.44,99.2,1592,4447,1337,3967
0.13,1.18,0.1,406,-1.81,-1.45,99.25,1391,4336,1898,4071
0.1,1.14,0.1,406.2,-1.77,-1.41,99.3,1244,4387,1165,4290
0.11,1.13,0.12,406.5,-1.71,-1.45,99.35,1048,4291,1680,4052
0.12,1.08,0.06,407.4,-1.67,-1.49,99.4,1150,4070,1456,3950
0.12,1.06,0.06,407.8,-1.65,-1.48,99.45,1200,4038,1703,3829
0.12,1.06,0.1,407.9,-1.6,-1.37,99.5,1329,4228,1476,4025
0.11,1.05,0.13,407.4,-1.55,-1.31,99.55,1391,4366,1671,4036
0.11,1,0.08,407.8,-1.5,-1.28,99.6,1157,4114,1575,3970
0.1,0.96,0.08,407.8,-1.44,-1.3,99.65,1658,4128,1584,3752
0.13,0.91,0.13,408,-1.37,-1.31,99.7,1384,4044,1973,3892
0.11,0.87,0.07,408.5,-1.33,-1.32,99.75,1254,3903,1748,3735
0.11,0.8,0.02,410.1,-1.32,-1.47,99.8,1520,3605,1656,3375
0.11,0.75,0.04,410.5,-1.29,-1.54,99.85,1512,3593,1844,3363
0.11,0.74,0.07,410.3,-1.26,-1.56,99.9,1712,3363,1987,3745
0.12,0.7,0.08,410.1,-1.22,-1.54,99.95,1790,3642,1933,3495
0.13,0.63,0,411.2,-1.18,-1.51,100,1336,3043,2044,3568
0.11,0.6,-0.03,412.2,-1.21,-1.52,100.05,1446,3219,1776,3122
0.13,0.59,0.01,412.7,-1.23,-1.54,100.1,1761,2966,2111,3229
0.11,0.55,-0.02,413.3,-1.23,-1.46,100.15,1702,2997,1914,3109
0.11,0.54,-0.05,413.8,-1.26,-1.37,100.2,1857,2972,1621,3041
0.1,0.57,0.04,412.7,-1.26,-1.24,100.25,1873,3716,1667,3114
0.12,0.61,0.15,410.5,-1.21,-1.26,100.3,1950,3606,2278,3578
0.13,0.61,0.13,409.7,-1.16,-1.29,100.35,2120,3640,2269,3670
0.13,0.55,0.06,410.2,-1.1,-1.31,100.4,1611,2959,2317,3461
0.11,0.51,-0.05,412.5,-1.14,-1.33,100.45,1658,3091,1810,2764
0.11,0.53,0.01,412.3,-1.15,-1.35,100.5,1929,3388,1856,3021
0.12,0.49,-0.05,413.5,-1.12,-1.39,100.55,1352,2499,2204,3297
0.1,0.46,-0.16,415.8,-1.21,-1.37,100.6,1770,2778,1522,2471
0.11,0.46,-0.1,415.7,-1.25,-1.31,100.65,1960,3089,1513,2640
0.12,0.48,0.15,411.9,-1.19,-1.19,100.7,2280,3327,2098,3448
0.12,0.42,0.17,410.3,-1.11,-1.13,100.75,2208,3035,2539,3393
0.12,0.38,0.11,410.1,-1.09,-1.08,100.8,2296,3459,2339,3318
0.13,0.28,0.14,409.5,-1.02,-1.1,100.85,2211,3043,2594,3323
0.11,0.19,0,411.5,-1,-1.27,100.9,2204,2379,2615,2763
0.12,0.14,-0.08,413.2,-1.03,-1.34,100.95,2305,2218,2243,2413
0.11,0.05,0.05,412.6,-1.04,-1.28,101,2934,3021,2265,2431
0.14,0.03,0.18,410.4,-0.93,-1.22,101.05,2671,2645,3052,3213
0.12,0.01,0.15,410.2,-0.87,-1.22,101.1,2607,2604,2964,3049
0.1,-0.02,0.06,411.2,-0.84,-1.2,101.15,2799,2576,2652,2552
0.11,-0.03,0.08,411.3,-0.81,-1.11,101.2,2634,2626,2727,2796
0.12,-0.02,0.09,411.5,-0.77,-1.09,101.25,2473,2364,2820,2868
0.11,-0.03,0.01,412.9,-0.74,-1.13,101.3,2505,2205,2705,2631
0.1,-0.04,-0.01,413.9,-0.74,-1.09,101.35,2592,2282,2461,2385
0.12,-0.04,0.06,413.6,-0.72,-1.03,101.4,2600,2230,2719,2638
0.11,-0.02,0.02,414,-0.7,-0.91,101.45,2715,2613,2425,2358
0.11,-0.02,0.12,412.2,-0.63,-0.85,101.5,2951,2664,2790,2771
0.11,-0.03,0.07,412.5,-0.58,-0.79,101.55,2498,2236,2991,2915
0.1,-0.02,-0.01,414.2,-0.59,-0.64,101.6,2423,2426,2629,2513
0.09,-0.02,-0.01,414.9,-0.59,-0.57,101.65,2336,2469,2444,2554
0.09,-0.02,0.06,414.3,-0.57,-0.57,101.7,2672,2380,2596,2528
0.08,-0.04,0.05,413.9,-0.52,-0.48,101.75,2747,2409,2714,2662
0.09,-0.02,0.12,412.9,-0.48,-0.36,101.8,2892,3073,2737,2752
0.11,-0.01,0.16,412,-0.42,-0.34,101.85,3075,2826,2587,2979
0.1,-0.04,0.11,411.9,-0.3,-0.3,101.9,2547,2242,3055,2813
0.09,-0.02,-0.05,414.5,-0.31,-0.19,101.95,2299,2459,2370,2508
0.11,0,0.03,414.5,-0.32,-0.17,102,2728,3026,2319,2284
0.1,-0.01,0.19,412.4,-0.19,-0.2,102.05,2933,2920,2982,2950
0.11,-0.03,0.11,412.6,-0.1,-0.16,102.1,2582,2491,2920,3060
0.07,-0.04,0.07,413.5,-0.08,-0.13,102.15,2611,2552,2562,2649
0.1,-0.06,0.06,414.8,-0.05,-0.11,102.2,2615,2345,2567,2662
0.07,-0.09,0.04,415.6,-0.03,-0.06,102.25,2818,2490,2582,2466
0.09,-0.08,0.04,416,-0.01,-0.04,102.3,2677,2400,2519,2399
0.09,-0.12,0.04,416.6,0.03,-0.1,102.35,2760,2035,2795,2389
0.09,-0.16,0.01,417,0.03,-0.03,102.4,2970,2321,2621,2330
0.07,-0.17,0.04,417,0.06,0.05,102.45,2538,2262,2722,2569
0.06,-0.16,0.04,417.2,0.07,0.06,102.5,2921,2409,2566,2287
0.09,-0.16,0.11,416,0.12,0.07,102.55,3116,2313,2972,2567
0.1,-0.16,0.11,415.9,0.16,0.16,102.6,2805,2275,3036,2758
0.1,-0.11,-0.06,418.1,0.17,0.29,102.65,2048,1935,2710,2712
0.08,-0.09,-0.1,419.9,0.1,0.24,102.7,2736,2060,2252,1936
0.09,-0.09,0.04,418.4,0.11,0.25,102.75,3010,2640,2619,2562
0.08,-0.07,0.08,417.2,0.19,0.35,102.8,2574,2500,2882,2838
0.11,-0.04,0.02,417.4,0.21,0.39,102.85,2548,2422,2731,2647
0.09,-0.04,0.11,416.5,0.23,0.41,102.9,2924,2520,2572,2677
0.1,-0.03,0.02,417.3,0.27,0.54,102.95,2357,2297,2716,2862
0.07,-0.02,-0.08,419.3,0.25,0.64,103,2116,2260,2338,2469
0.08,-0.01,-0.04,419.5,0.23,0.66,103.05,2378,2253,2328,2509
0.1,-0.02,0.02,419.4,0.23,0.7,103.1,2572,2382,2594,2486
0.09,-0.02,0.06,418.1,0.27,0.76,103.15,2673,2634,2576,2604
0.06,-0.02,0.14,416.9,0.3,0.77,103.2,2912,2696,2640,2761
0.06,-0.03,0.08,416.1,0.37,0.83,103.25,2509,2733,2921,2854
0.09,-0.02,0.1,415.9,0.41,0.86,103.3,2745,2810,2679,2795
0.1,-0.03,0.09,416,0.45,0.85,103.35,2673,2518,2912,2804
0.08,-0.04,0.02,417.5,0.49,0.87,103.4,2452,2348,2726,2714
0.06,-0.04,-0.02,418.1,0.51,0.86,103.45,2585,2397,2578,2524
0.07,-0.05,0.04,417.9,0.53,0.86,103.5,2498,2483,2784,2608
0.07,-0.05,0.02,418.6,0.54,0.84,103.55,2589,2633,2625,2481
0.08,-0.07,0.07,418.1,0.6,0.74,103.6,2631,2568,2861,2537
0.1,-0.07,0.1,417.4,0.64,0.7,103.65,2637,2478,2978,2888
0.09,-0.09,0.13,417.2,0.69,0.62,103.7,2825,2515,3016,2630
0.08,-0.09,0.08,417.7,0.74,0.57,103.75,2659,2450,2892,2480
0.05,-0.1,0.04,418.3,0.76,0.54,103.8,2746,2306,2577,2668
0.08,-0.12,0.07,418.5,0.8,0.58,103.85,2978,2207,2893,2625
0.08,-0.11,0.02,419.5,0.82,0.71,103.9,2462,2357,2646,2659
0.07,-0.09,-0.11,421.3,0.8,0.75,103.95,2129,2442,2350,2563
0.08,-0.09,-0.01,421.7,0.77,0.61,104,2562,2487,2632,2240
0.07,-0.09,0.02,421.3,0.81,0.47,104.05,2512,2111,2850,2594
0.05,-0.1,0.06,420.5,0.81,0.41,104.1,3119,2279,2666,2383
0.09,-0.12,0.11,419.1,0.88,0.6,104.15,2780,2176,3098,2815
0.06,-0.08,-0.03,421.2,0.87,0.88,104.2,1950,2232,2474,2692
0.06,-0.06,-0.12,422.9,0.82,0.93,104.25,1700,2581,2218,2169
0.07,0,-0.05,423.4,0.76,0.63,104.3,2240,2906,2191,2185
0.07,0.01,0.05,421.6,0.8,0.3,104.35,2427,2604,2924,2561
0.07,0.01,0.1,420.4,0.83,0.17,104.4,2643,2463,2899,2550
0.08,-0.02,0.23,416.4,0.94,0.11,104.45,3592,2467,3198,3012
0.06,-0.01,0.24,414.5,1.06,0.41,104.5,3018,2862,3168,3162
0.07,0.02,0.18,415,1.12,0.67,104.55,2338,2877,2831,3512
0.04,0.07,-0.01,419.3,1.11,0.78,104.6,2387,2615,2154,2537
0.07,0.09,0,420.5,1.13,0.73,104.65,2489,2394,2540,2546
0.06,0.11,0.07,420.3,1.16,0.77,104.7,2639,2613,2310,2978
-0.13,0.12,0,421.6,1.19,0.9,104.75,2055,2826,2182,2670
-0.23,0.1,-0.15,423.8,1.07,0.93,104.8,2082,3100,1833,2150
-0.29,0.1,-0.18,425,0.98,0.87,104.85,2388,2947,1247,1709
-0.74,0.08,0.05,420.6,0.86,0.74,104.9,3479,3083,1882,1991
-1.1,0.04,0.12,416.8,0.71,0.93,104.95,3634,3461,2084,2108
-1.11,0.03,-0.06,417.2,0.54,1.15,105,2738,3283,1383,1739
-1.32,0.01,-0.08,416,0.14,1.22,105.05,3833,3982,775,897
-1.54,-0.02,0.11,410.8,0.02,1.13,105.1,4721,4056,1511,1270
-1.69,-0.04,0.18,407.6,0,1.24,105.15,4873,3716,1936,1629
-1.55,-0.02,0.04,407,-0.12,1.9,105.2,3773,3927,974,1489
-1.31,-0.01,-0.1,410.1,-0.18,2.29,105.25,3323,3775,529,1194
-1.3,-0.02,-0.16,412,-0.17,2.35,105.3,3187,3300,878,996
-0.95,-0.08,-0.03,412.5,-0.07,2.36,105.35,3609,3452,1263,1318
-1.26,-0.13,0.01,411.8,0.07,2.37,105.4,3319,3173,1859,1724
-1.36,-0.12,-0.02,412.2,0.09,2.37,105.45,3444,3213,1555,1482
-1.41,-0.12,-0.04,412.2,-0.05,2.38,105.5,4099,3413,557,1094
-1.36,-0.13,-0.05,411.2,-0.12,2.48,105.55,3749,3671,1296,1036
-1.41,-0.12,0.02,410.2,-0.14,2.53,105.6,3799,3699,1459,1366
-1.42,-0.12,0.01,409.9,-0.14,2.54,105.65,3842,3464,1599,1151
