Time [s],CG Height [in],Pitch Angle [deg],Roll Angle [deg],Tire Load FL [lbf],Tire Load FR [lbf],Tire Load RL [lbf],Tire Load RR [lbf],Damper u1 [ft],Damper u2 [ft],Damper u3 [ft],Damper u4 [ft]
102.55,-0.062652056,0.040640454,-0.284810689,661.1922725,556.514394,590.0850247,488.8592751,-0.005407079,0.002197071,-0.006517343,0.000841114
102.6,-0.120765635,0.041639536,-0.269733113,684.2919001,590.8608675,621.2962275,531.8962588,-0.007084056,-0.000325542,-0.008760135,-0.002291264
102.65,-0.153663511,0.042181297,-0.253654989,668.190661,582.7097152,609.1011801,527.7634989,-0.00625561,-1.85E-05,-0.008248653,-0.002310285
102.7,-0.051967241,0.039750599,-0.209602298,569.9016874,511.0796089,506.8689764,452.17048,0.000736377,0.005079323,-0.000987691,0.003057755
102.75,0.080218428,0.047627761,-0.160078568,518.3299941,478.1390644,457.3047613,420.9190305,0.004869512,0.007795254,0.003058477,0.005707855
102.8,0.068218992,0.071483095,-0.135608651,578.288445,537.919016,531.7161204,494.4084198,0.000778742,0.003689613,-0.002074719,0.000612481
102.85,-0.029739498,0.083831773,-0.117770175,635.1237269,599.9459593,590.0583972,557.3222718,-0.003550645,-0.000962772,-0.006561069,-0.004150804
102.9,-0.081507778,0.078525501,-0.086444634,630.966366,611.5488649,577.703418,560.4176916,-0.003280779,-0.001837384,-0.005739406,-0.004450645
102.95,-0.118547064,0.060003332,-0.062418103,634.2222085,620.4198661,568.3937672,556.3618589,-0.003615841,-0.002610425,-0.005148042,-0.004271922
103,-0.082535778,0.044625751,-0.048396799,588.0381697,575.8766664,518.5167403,507.6614668,-0.000464579,0.000422246,-0.001716469,-0.000925343
103.05,0.027288406,0.039533277,-0.036127878,526.4323719,518.2793246,457.2407061,450.0699541,0.004095951,0.004705651,0.002861644,0.003399629
103.1,0.088695276,0.056732055,-0.02381221,524.3617341,520.0063872,470.6621206,467.0506753,0.004491664,0.004800376,0.00218839,0.00244263
103.15,0.051975633,0.083953365,-0.024625458,573.418466,563.7744881,535.5767871,526.4178788,0.001055069,0.00172788,-0.002444103,-0.001807198
103.2,-0.040351702,0.08916578,-0.031514062,633.0552618,618.9424937,586.5248564,572.7302673,-0.00321597,-0.002207062,-0.006190353,-0.00520463
103.25,-0.147327514,0.060288163,-0.03679855,679.2142349,663.4778838,605.445896,590.0367194,-0.006736416,-0.005614216,-0.00776131,-0.006662487
103.3,-0.182665101,0.022775686,-0.043377245,666.5443672,648.3847967,577.5093406,559.7722985,-0.005959277,-0.004643952,-0.005793327,-0.004508093
103.35,-0.178506043,0.009329767,-0.042114188,640.7279341,625.6369008,563.3417675,548.7820267,-0.00409393,-0.003004481,-0.004697966,-0.003646423
103.4,-0.15663699,0.016608762,-0.045738776,617.4004591,598.6661355,555.9146167,537.7376347,-0.002437923,-0.001114704,-0.004224481,-0.002941586
103.45,-0.094703139,0.023140349,-0.058518236,585.2321896,558.7800017,523.6655463,497.7348778,-0.000128623,0.001758042,-0.00196273,-0.000113669
103.5,-0.022678603,0.026579256,-0.069568068,568.6300998,538.7386541,501.9659644,472.6748208,0.001222226,0.003363486,-0.00022082,0.001877685
103.55,-0.012177545,0.037063997,-0.079577402,590.3354405,557.2999332,528.7770047,496.5196683,-0.000303898,0.002071936,-0.002092442,0.000227932
103.6,-0.031661977,0.047323888,-0.087475764,610.309832,574.5901637,552.6623261,517.8615978,-0.001712833,0.000834198,-0.003798251,-0.001317036
103.65,-0.078288802,0.052121827,-0.104394107,641.1863841,596.1931477,584.3078364,540.3330035,-0.003933855,-0.000716616,-0.006077367,-0.00293323
103.7,-0.137098977,0.051290024,-0.120485702,667.1886686,616.3648214,609.6387469,559.9630433,-0.005818143,-0.002185022,-0.007935669,-0.004384657
103.75,-0.18631845,0.039133678,-0.140160408,682.0205528,622.9758834,615.8041247,558.1305538,-0.007008018,-0.002770555,-0.008524567,-0.004385118
103.8,-0.17791791,0.019241035,-0.15352943,659.2730235,597.7277045,581.2285771,521.3264539,-0.005465208,-0.001037184,-0.006135923,-0.001825289
103.85,-0.127451307,0.002835559,-0.166092443,633.7777677,567.3008056,549.7639806,485.1699946,-0.003544344,0.001212154,-0.003715018,0.000906388
103.9,-0.097906933,0.009649622,-0.185769131,629.324371,553.8303764,560.2450705,486.8217425,-0.003232698,0.002199636,-0.004441128,0.000842617
103.95,-0.052644576,0.026576002,-0.188974985,595.4474909,526.0307692,537.5711815,470.56358,-0.000986492,0.00407389,-0.003048506,0.001839662
104,0.05212304,0.042165012,-0.167067478,538.4343252,485.7726154,481.4900588,431.5893205,0.003299247,0.00714415,0.001164925,0.004811589
104.05,0.083985611,0.062483939,-0.147322685,558.0709648,511.126335,506.7422009,462.5186697,0.002108725,0.005492607,-0.000423897,0.002762901
104.1,0.034974574,0.073892959,-0.144458346,611.1852348,558.6454955,557.9893208,507.785323,-0.00166701,0.002084083,-0.004117117,-0.000535902
104.15,-0.04910376,0.06454445,-0.160236755,664.3670588,598.7393894,598.6966529,535.0487965,-0.005537002,-0.000866172,-0.007076782,-0.002549595
104.2,-0.118460313,0.049847931,-0.182299478,676.3889644,602.5255742,606.3848738,534.5407894,-0.006739953,-0.001378369,-0.007972745,-0.002755905
104.25,-0.059137076,0.030435686,-0.162189888,592.9192769,542.7583269,513.3261504,465.6648338,-0.000955965,0.002772317,-0.001489247,0.00206083
104.3,0.081956275,0.029101752,-0.107961926,504.3016219,487.405361,429.5939203,415.6234937,0.005637077,0.007007856,0.004829326,0.005989708
104.35,0.134993639,0.055777713,-0.029315323,503.9876066,523.6375778,450.6588761,472.9941947,0.006028972,0.004704673,0.003699034,0.002179125
104.4,0.049183411,0.081930908,0.02310694,580.120621,607.640762,537.5077382,566.7228251,0.000673729,-0.001330035,-0.00250449,-0.004634944
104.45,-0.098488119,0.079036262,0.027529957,668.0686612,678.2545133,613.6688798,624.2122464,-0.005616549,-0.006455242,-0.008007246,-0.008876089
104.5,-0.273140151,0.047066666,-0.007849888,751.2151686,734.9780173,675.7124513,659.0116193,-0.011772453,-0.010658499,-0.012667688,-0.011521876
104.55,-0.387276054,-0.003738876,-0.025166336,761.2991331,747.4159317,663.3513753,649.1591195,-0.012834442,-0.01175967,-0.012079186,-0.010980217
104.6,-0.369711744,-0.045765797,0.009992824,676.1855772,695.7221205,570.9075604,590.8783898,-0.007068282,-0.008310491,-0.005741704,-0.007012741
104.65,-0.199178252,-0.061135545,0.086661905,539.5125094,601.340159,440.7002157,503.2748831,0.002895853,-0.00143851,0.003845112,-0.000543448
104.7,-0.053928907,-0.031047702,0.152365087,490.4821944,571.2656083,422.7206356,503.6110793,0.006851977,0.001062804,0.005601424,-0.00019912
104.75,-0.033424663,0.002969273,0.188074212,530.3894478,612.8993084,469.6684167,551.1050374,0.004119792,-0.001835863,0.002111131,-0.00377134
104.8,-0.017631805,-0.039111238,0.197961325,556.215982,631.823753,425.8462624,499.3365505,0.00203811,-0.003464941,0.004879072,-0.000474394
104.85,0.097708381,-0.124696029,0.181323297,520.223433,580.1722314,320.537214,377.7481498,0.004521084,0.000153206,0.012492271,0.008320344
104.9,0.202215398,-0.205036113,0.161351599,532.3306853,583.5786441,284.2931709,332.6616399,0.004242459,0.000512733,0.015515175,0.011993326
104.95,0.095491882,-0.375039304,0.134618229,721.2569796,759.0049172,333.2548926,368.2416429,-0.00899164,-0.011795353,0.01207966,0.00947557
105,-0.107221832,-0.634579047,0.088680779,884.9284748,899.3035259,338.9308058,350.745941,-0.021417941,-0.022525981,0.011308185,0.010385701
105.05,-0.154037072,-0.846167091,0.048080007,853.5692206,855.4981807,255.4614104,255.2941325,-0.019579188,-0.019753748,0.017165599,0.01714441
105.1,-0.114376565,-0.999724045,0.01591334,828.9044264,821.5618862,200.3415253,191.5423599,-0.01737709,-0.016897994,0.021528709,0.022115036
105.15,-0.204930914,-1.139460263,-0.02124243,937.246126,914.4056132,257.8418795,234.0702527,-0.024889448,-0.023304315,0.017626491,0.019280444
105.2,-0.373835549,-1.273198629,-0.05437697,1026.161925,994.4144334,306.5438814,274.4395438,-0.03180253,-0.029498374,0.01384009,0.016172285
105.25,-0.403486203,-1.318637696,-0.052079547,933.7745692,916.5945318,266.4481712,249.6513162,-0.025754906,-0.024444378,0.016490339,0.017775869
105.3,-0.252580573,-1.237266765,-0.028897035,753.2025744,751.025125,201.8919856,200.5553941,-0.01269445,-0.012516589,0.021163467,0.021281348
105.35,-0.069202238,-1.104121177,-0.029645545,664.9607894,651.0286125,199.9480108,186.5710902,-0.005825052,-0.004947778,0.021867714,0.022703059
105.4,-0.038871328,-0.93217611,-0.094080641,712.6635124,650.9138374,332.4500611,270.6320728,-0.008789566,-0.00453991,0.012359731,0.016612529
105.45,-0.110410658,-0.907826296,-0.185715081,837.3275792,734.9402174,369.2963197,266.953297,-0.017811169,-0.010493001,0.00920629,0.016523602
105.5,-0.158584287,-1.009508728,-0.225683266,893.0329786,796.4746811,302.4613197,207.196425,-0.022143062,-0.015112576,0.013838353,0.02078114
105.55,-0.155835846,-1.11180695,-0.217754038,878.040564,801.0596881,243.7899043,169.4578284,-0.021242919,-0.015645076,0.018257948,0.023668459
105.6,-0.142627379,-1.138837691,-0.206188899,852.2395871,780.7499811,252.6245281,184.3004723,-0.019258171,-0.01409387,0.01785741,0.02279396
105.65,-0.177832954,-1.135019778,-0.199299764,870.2060025,799.6176297,293.0127187,225.515209,-0.020475648,-0.015388286,0.014918625,0.019782574
105.7,-0.217044312,-1.138235301,-0.197851144,882.323587,810.2204802,304.120202,234.9443252,-0.021441647,-0.016249445,0.014001994,0.018982614
105.75,-0.216821525,-1.135563462,-0.202007134,861.7551235,785.3513624,291.917672,218.2923255,-0.020078637,-0.0146065,0.014821028,0.020092396
105.8,-0.171264214,-1.093571991,-0.23739081,824.2246348,719.0759596,303.5664943,200.8311186,-0.017362108,-0.010013758,0.014336903,0.021509773
105.85,-0.137927296,-0.920161503,-0.363414673,787.3935913,602.1518942,431.8814789,248.6515357,-0.014787483,-0.001743204,0.005405105,0.018303701
105.9,-0.107814547,-0.629624365,-0.520459866,728.2513126,476.4995921,571.0790656,321.9446752,-0.010495382,0.007475869,-0.004911787,0.012875576
105.95,-0.064972423,-0.403349507,-0.644390117,715.8847745,430.3224865,611.8590072,330.8293738,-0.009310258,0.0111423,-0.008055409,0.012078359
106,-0.068472172,-0.292260095,-0.758731123,777.9306957,453.3244575,643.5443762,325.5818442,-0.013610369,0.00962803,-0.01032678,0.012439542
106.05,-0.100766954,-0.260333143,-0.867367235,831.5137138,471.5755564,657.6540758,306.2495953,-0.017755075,0.008122481,-0.011570763,0.013698213
106.1,-0.05571863,-0.252655359,-0.935865648,797.1675618,426.2156967,607.7759833,247.1813559,-0.015460138,0.011213548,-0.008086559,0.017846701
106.15,0.045139632,-0.238616703,-1.007073265,758.6281553,359.6282737,574.1211887,186.8842823,-0.012602535,0.016031238,-0.005458024,0.022331603
106.2,0.124473077,-0.18984475,-1.090479639,746.1196349,313.0850464,597.6294174,177.3549045,-0.011625339,0.019487717,-0.007036358,0.023160311
106.25,0.158588523,-0.134403184,-1.177182395,769.682988,300.2158165,642.9912194,187.1743796,-0.013041309,0.020564546,-0.010145865,0.02247904
106.3,0.106796108,-0.112245385,-1.336338295,874.5486988,317.6780766,734.8035817,192.2600458,-0.020407556,0.019347716,-0.01665827,0.022066439
106.35,0.004379653,-0.124058864,-1.548151453,981.907957,331.4866504,819.0716373,184.2175187,-0.028324115,0.018314873,-0.022912437,0.022610795
106.4,-0.072372744,-0.151118336,-1.705062106,1014.273694,329.4740993,835.3244998,168.8221977,-0.030962372,0.018368236,-0.024338406,0.023684656
106.45,-0.083496706,-0.169673762,-1.788319345,990.9701672,300.8421088,811.8799842,143.1743632,-0.029328794,0.020352414,-0.022650168,0.025496462
106.5,-0.061398387,-0.169902901,-1.870504029,977.9102703,258.5843315,811.0458881,115.2658479,-0.028378657,0.023380183,-0.022506578,0.027560303
106.55,-0.035405865,-0.137470937,-1.95129082,970.1766527,220.3038791,837.7179998,112.6128585,-0.027713282,0.02617497,-0.024255705,0.027850774
106.6,-0.037652725,-0.080866776,-2.055752116,985.8989788,191.8569036,892.4855088,124.3894811,-0.028902906,0.028267034,-0.028303216,0.027000408
106.65,-0.030306021,-0.030906088,-2.112806697,976.3320483,179.2086812,899.5221723,129.8272333,-0.028208173,0.029252224,-0.02889891,0.02658985
106.7,-0.028167944,-0.001494032,-2.150616258,983.4505704,178.9037761,905.0598005,129.3712009,-0.028689954,0.029276472,-0.029300532,0.026589202
106.75,-0.024629415,0.015704739,-2.185149413,988.2170581,172.8532832,908.9026603,123.2471192,-0.029063449,0.029690793,-0.029573591,0.027041159
106.8,-0.023643974,0.035079831,-2.212492554,991.3405407,168.5967482,920.618639,128.189329,-0.029234783,0.030052654,-0.030359254,0.026744497
106.85,-0.045195595,0.050137157,-2.23388879,1007.201664,180.0797331,940.3747132,144.1375104,-0.030409373,0.029246623,-0.03183007,0.025601069
106.9,-0.056929973,0.059949246,-2.215716568,990.4693628,188.1909285,925.7548884,155.1139914,-0.029404865,0.028635803,-0.030977328,0.024785066
106.95,-0.023233266,0.069112433,-2.11793532,927.5137738,190.5088152,865.4053795,160.7062311,-0.024923547,0.028459776,-0.026693373,0.02436204
107,0.00592743,0.081381378,-2.029402716,920.3787782,202.195513,864.2716353,177.5212549,-0.023842727,0.027706466,-0.025976996,0.023299733
107.05,-0.092951923,0.107777169,-2.114683228,1032.079557,223.6335152,998.6526551,219.612316,-0.032010192,0.026091375,-0.035793526,0.020180927
107.1,-0.153985156,0.116190933,-2.162863008,1033.759757,225.1063148,998.171702,218.4520098,-0.032439566,0.025959019,-0.036184105,0.02013129
107.15,-0.154525924,0.098156857,-2.142270247,1004.817379,227.2220904,946.3455579,198.9324287,-0.030337692,0.025824827,-0.032461558,0.021528838
107.2,-0.152548022,0.07440482,-2.117962972,1009.26393,238.9416898,937.1632002,197.4187869,-0.030436822,0.025034189,-0.031477517,0.021788259
107.25,-0.205903335,0.070314943,-2.142774892,1050.321735,255.2298889,990.3051989,225.4021025,-0.033489637,0.023808547,-0.035376417,0.019743584
107.3,-0.217233509,0.065331753,-2.127301863,1015.442779,246.1034169,955.4162583,216.5034215,-0.031368975,0.024346463,-0.033323457,0.020200645
107.35,-0.125419983,0.055038004,-2.013628108,916.4398828,222.4332197,846.7831818,183.8538416,-0.024127658,0.026125406,-0.025372724,0.02264091
107.4,-0.060484999,0.060757228,-1.922895459,896.9785111,223.0417082,835.3361243,191.7323772,-0.022438817,0.026091631,-0.0241679,0.022169851
107.45,-0.044979667,0.086026496,-1.926665038,919.2616497,209.6563844,877.6338148,196.4144492,-0.024043689,0.026989674,-0.027268992,0.021710959
107.5,-0.019332943,0.097382594,-1.966871116,926.0128727,188.3201295,880.0266993,169.4626579,-0.024547404,0.028539693,-0.027492541,0.023636432
107.55,-0.000609188,0.105761911,-2.01414988,934.5996057,178.1297379,888.0587987,158.7583587,-0.025173035,0.02934962,-0.028080995,0.024484241
107.6,0.003774812,0.107139736,-2.036756409,942.6953788,185.7779846,890.6553866,161.5071889,-0.025727285,0.028808886,-0.028238605,0.024297833
107.65,-0.003385061,0.106710446,-2.06829977,957.0856928,185.8960033,903.096857,160.2432922,-0.026791418,0.028778875,-0.029157534,0.024371244
107.7,0.002609174,0.102106492,-2.084634512,948.2402668,178.0157339,888.9888161,147.6041762,-0.026290226,0.029278064,-0.028305072,0.025185916
107.75,0.046388292,0.090787366,-2.087291382,928.2403875,158.7876275,857.7152812,117.4536532,-0.024679741,0.030704562,-0.025883418,0.027396823
107.8,0.032795908,0.082473978,-2.161683408,993.8897621,165.9897499,920.4000804,121.3085245,-0.029027854,0.030305312,-0.029953949,0.027299986
107.85,-0.09351453,0.080800664,-2.33808237,1122.54964,195.3328876,1055.917277,157.2856643,-0.03835354,0.028209622,-0.039808775,0.024694613
107.9,-0.212658513,0.055739098,-2.470209488,1166.965849,215.3708602,1082.135932,160.9151664,-0.042061155,0.026686106,-0.042308169,0.024259
107.95,-0.203935128,0.006629628,-2.431068625,1080.302217,208.1816636,962.9788399,124.5379114,-0.036148858,0.027096244,-0.034037679,0.026790454
108,-0.092703412,-0.028881256,-2.296560468,968.5195629,176.7204349,840.8413202,84.56808685,-0.027948111,0.029314852,-0.024977873,0.02972555
108.05,0.005595388,-0.028736991,-2.230568657,946.366934,146.7400625,834.323953,68.98091303,-0.025870556,0.031533435,-0.023975072,0.030948965
108.1,-0.006120551,-0.012655412,-2.331427427,1043.293139,144.9084835,945.1377565,78.50592108,-0.032574818,0.031811693,-0.031725319,0.030363947
108.15,-0.107513,-0.011810396,-2.488782719,1147.728462,176.1499109,1043.364911,102.8591843,-0.04033494,0.029603365,-0.039124053,0.02857626
108.2,-0.175008111,-0.040625684,-2.547022547,1149.572334,197.9745062,1018.649345,100.2396199,-0.040904153,0.027942061,-0.037833228,0.028630177
108.25,-0.134281937,-0.081057062,-2.458207636,1055.139524,191.6859885,901.1165256,73.61170777,-0.034329742,0.028302177,-0.029489394,0.030558461
108.3,-0.026734418,-0.086212695,-2.295959998,946.2817858,165.9034871,808.011137,64.41407967,-0.026348057,0.030113309,-0.022533979,0.031274113
108.35,0.068094862,-0.055455691,-2.195562256,908.541872,137.9302975,800.7570066,65.16539993,-0.023296827,0.032162138,-0.021652733,0.03127212
108.4,0.089350175,-0.01107319,-2.219925974,955.9269531,127.7680828,871.5418639,75.57064273,-0.026426152,0.032985001,-0.026578009,0.030503168
108.45,0.031014653,0.004301879,-2.344883293,1057.884521,147.4993172,963.1362286,83.23281255,-0.033676984,0.031684385,-0.033132067,0.030028785
108.5,-0.080230348,-5.64E-05,-2.464365858,1129.975717,184.3583547,1025.39052,110.9846877,-0.039255412,0.029000468,-0.038015254,0.027996451
108.55,-0.114678445,-0.022009627,-2.443815741,1079.427122,194.5131309,958.881898,107.6325764,-0.035970388,0.028111301,-0.033574036,0.028089676
108.6,-0.05071738,-0.03866649,-2.344011221,990.9497931,169.1953941,865.6410322,79.22315278,-0.029501971,0.029908948,-0.026717281,0.030148177
108.65,0.015270001,-0.035794929,-2.266790894,958.224852,154.7794297,843.4867057,74.85457041,-0.026936004,0.030993156,-0.024822213,0.030592359
108.7,0.025831495,-0.00436223,-2.2588096,982.724139,152.6027536,897.3338231,100.2402204,-0.02841703,0.03120508,-0.028422095,0.028812117
108.75,-0.038843161,0.02451227,-2.354663752,1064.011039,161.8803055,991.8020116,121.2492764,-0.034275229,0.030549214,-0.035291467,0.027252857
108.8,-0.110769987,0.036075975,-2.446226035,1102.306984,171.8241766,1028.529873,129.8472138,-0.037250423,0.02984182,-0.038218574,0.026584841
108.85,-0.147528201,0.023850306,-2.466775727,1097.738625,185.5101558,1005.969964,127.1376907,-0.036972785,0.028869192,-0.036695577,0.02674455
108.9,-0.168759247,-0.004634171,-2.469601348,1106.247554,196.060213,993.5705697,117.8360415,-0.037475528,0.028054069,-0.035644367,0.027402974
108.95,-0.191646409,-0.025765066,-2.509601142,1121.690398,187.9277914,1005.940682,106.9476655,-0.038768363,0.028600008,-0.036675008,0.028187294
109,-0.150376593,-0.040152418,-2.446942597,1039.646712,175.8670877,921.5223393,93.63384846,-0.033348388,0.029453117,-0.031104264,0.029115034
109.05,0.00459943,-0.048870241,-2.215937701,882.6709317,157.1458109,757.645107,68.89490941,-0.021828688,0.03075466,-0.019096192,0.030835631
109.1,0.134825409,-0.045266701,-2.109502326,870.8825164,129.1851231,746.13179,38.9498027,-0.020341899,0.032807282,-0.017553048,0.033094068
109.15,0.131327325,-0.02382693,-2.212402495,977.9268351,124.2084006,868.9433808,45.91509963,-0.027937072,0.03325547,-0.026298644,0.032670056
109.2,0.069817307,-0.014715254,-2.331572329,1041.327412,146.0232965,930.7466031,65.28370613,-0.032854984,0.03179522,-0.031142879,0.031358951
109.25,0.025256739,-0.021359357,-2.309733773,1024.963189,186.6194099,902.4250442,95.81677064,-0.031734379,0.028859934,-0.02926545,0.029048522
109.3,-0.007419093,-0.066728657,-2.28928091,1051.375912,214.9820217,885.1777292,81.5758056,-0.033375767,0.026797875,-0.027821469,0.029987922
109.35,-0.071695861,-0.133524709,-2.348451677,1121.761043,236.0509558,916.3965451,62.93795526,-0.038510773,0.025190633,-0.030051681,0.031322139
109.4,-0.106341266,-0.189264718,-2.396276524,1120.833602,228.4573801,902.4080692,42.56536521,-0.038851454,0.025658113,-0.029369992,0.032797356
109.45,-0.06651951,-0.220631123,-2.335948681,1050.312871,215.3844556,834.3647562,33.11546946,-0.033656478,0.026630281,-0.024311008,0.033551198
109.5,-0.05472649,-0.227516954,-2.32327311,1062.232615,211.1973441,857.8284895,40.48783191,-0.034259876,0.026955587,-0.025720741,0.033062417
109.55,-0.077673536,-0.221296629,-2.364463632,1087.749885,206.5791137,895.9292256,47.72225079,-0.036294884,0.027245272,-0.028674995,0.032487025
109.6,-0.058413266,-0.212500934,-2.352789884,1051.029043,193.4751374,865.3995356,41.0316459,-0.033712297,0.02820537,-0.026569881,0.032957282
109.65,-0.026676385,-0.206128951,-2.322367736,1028.111889,188.072293,841.5565196,35.17504595,-0.032016839,0.02861434,-0.024833666,0.033371278
109.7,0.00786441,-0.204060124,-2.294460176,1015.449252,182.6998241,825.0615921,25.6993663,-0.031028926,0.02896971,-0.023546739,0.034042896
109.75,0.027440775,-0.195966303,-2.307279086,1024.746924,173.3976246,839.4967101,20.96651914,-0.031648644,0.02969949,-0.024525203,0.034454661
109.8,0.01939207,-0.188761126,-2.317923489,1040.615716,185.4841078,857.0597703,34.43258598,-0.032763911,0.028853087,-0.025782277,0.033490963
109.85,-0.005477379,-0.186948419,-2.348109776,1066.80272,191.8669064,881.7991164,39.33005298,-0.034610482,0.028363287,-0.027518358,0.033114378
109.9,-0.028623364,-0.18452321,-2.383283828,1069.682811,186.3167724,888.3960849,37.91320021,-0.035145666,0.028698275,-0.028296238,0.033179333
109.95,0.02268135,-0.174292333,-2.313780905,989.4100099,168.0546287,816.8451042,29.29095555,-0.02939013,0.029996457,-0.023169036,0.033783779
110,0.084642853,-0.157879247,-2.254147966,959.08983,153.1541731,793.3257334,21.26581053,-0.026963164,0.031133012,-0.021245369,0.034405771
110.05,0.096644689,-0.143944407,-2.254711393,992.1733752,161.0953115,827.7875148,29.27886244,-0.029100525,0.030625952,-0.023506088,0.033867071
110.1,0.047232375,-0.141202697,-2.331115989,1060.038504,175.7423882,890.7457899,38.03264139,-0.034086406,0.029560583,-0.028149672,0.033218323
110.15,0.01450024,-0.147914719,-2.36582205,1057.644313,180.4022414,882.2191887,37.0906218,-0.03424966,0.029157741,-0.027874255,0.033222137
110.2,0.037973899,-0.148067944,-2.323213476,1011.655978,172.812752,842.9497189,37.30234065,-0.030758193,0.029708327,-0.024718769,0.033357
110.25,0.018337046,-0.100860886,-2.332193698,1015.336403,158.1656481,898.3623697,74.59294014,-0.031179131,0.03067512,-0.028786865,0.030658163
110.3,0.046548408,-0.031123042,-2.285778018,950.3117327,131.2483054,879.0731304,93.35675487,-0.026523754,0.032668765,-0.027500465,0.029288547
110.35,0.082819209,0.03368505,-2.215981108,908.6619047,124.9479996,860.0776211,109.863449,-0.023519536,0.033173277,-0.026238335,0.028038475
110.4,0.142615465,0.073044113,-2.110151396,859.2696112,126.6304949,808.3049983,108.6516915,-0.01990712,0.033066245,-0.022493268,0.02809908
110.45,0.189522988,0.104894499,-2.033050821,846.1111974,127.3381889,801.2712235,114.1379813,-0.018771655,0.03299763,-0.021709697,0.027772136
110.5,0.185729087,0.151317599,-2.037124655,873.911543,123.6156613,856.6453793,136.1429154,-0.020706784,0.033267355,-0.025619645,0.026200285
110.55,0.153693759,0.190100659,-2.074019495,904.7631432,129.8837808,899.9794432,153.8310171,-0.022924952,0.032886055,-0.028829107,0.02490876
110.6,0.107214745,0.201845197,-2.097829498,931.2918872,153.8197427,916.4239129,167.8491431,-0.024901773,0.031196585,-0.030134732,0.023881951
110.65,0.073554652,0.192682635,-2.0645235,921.337824,182.1683993,891.3616964,182.0468913,-0.024412162,0.029179081,-0.028545923,0.022896464
110.7,0.067550435,0.180500159,-1.917699224,870.5854309,226.2630209,834.4528802,220.7886994,-0.020685533,0.026096485,-0.024327524,0.020245349
110.75,0.031166475,0.178873444,-1.716895924,835.5263385,292.4068822,807.5429805,295.034244,-0.018382717,0.021388845,-0.022557838,0.015003979
110.8,0.037585901,0.185614968,-1.325634833,695.8973228,374.7905934,676.9748802,385.8146,-0.008682528,0.015528994,-0.013600763,0.008447949
110.85,0.113522187,0.171181862,-0.739937228,515.7810027,478.0893017,475.1342798,465.1622492,0.00443619,0.008142144,0.001015596,0.002709431
110.9,0.165590975,0.148836278,-0.120541948,401.2169839,608.1180336,344.2012148,573.4408728,0.012842273,-0.001003165,0.010708628,-0.004772219
110.95,0.123872483,0.145866265,0.586303075,305.0373996,803.4736992,260.6458835,773.8025683,0.019885805,-0.014964143,0.016877058,-0.019063588
111,0.018560478,0.136727193,1.254478816,251.8060858,969.0760163,208.2613144,930.661054,0.023912512,-0.027295312,0.020763184,-0.030852687
111.05,-0.044348127,0.103154848,1.666596779,232.8079355,1001.325304,171.5655329,933.726922,0.025288582,-0.030063883,0.023381659,-0.031553858
111.1,-0.006925864,0.064749488,1.857869619,189.1445382,942.7611171,116.2624604,853.2458788,0.028329506,-0.026144535,0.027333918,-0.025971736
111.15,0.115119363,0.0559619,1.898082091,135.7195229,848.7354361,76.92439899,766.8621763,0.032264417,-0.019226082,0.030341409,-0.019501867
111.2,0.193830923,0.085317294,1.928229769,115.0153564,839.1555944,88.12700841,786.5997673,0.033840648,-0.018180286,0.029672335,-0.02050223
111.25,0.184761294,0.137474168,2.029517928,110.0884091,894.2504562,117.4972319,875.4603376,0.034279678,-0.022106932,0.027584799,-0.026914095
111.3,0.138927836,0.175808472,2.0946747,133.8171983,924.3037377,151.1742017,914.4232675,0.032674047,-0.024410394,0.025178922,-0.029947406
111.35,0.086820101,0.190675295,2.077522879,174.9246461,930.1788965,187.7082929,914.0381542,0.02972471,-0.024829628,0.022526371,-0.029947786
111.4,0.036942242,0.187497994,2.047220571,196.9862303,936.5233448,200.4802892,910.2815569,0.027971521,-0.025398214,0.02142889,-0.029797618
111.45,0.04522918,0.173644985,2.027949593,175.9797087,914.97956,167.9750793,877.5781523,0.029392537,-0.023803534,0.023678474,-0.027396002
111.5,0.06473987,0.159389441,2.069184014,151.3861167,928.1755256,135.336096,883.4415371,0.031222693,-0.024634767,0.026107421,-0.027679492
111.55,0.056401165,0.150024684,2.113834233,160.6034122,948.3955371,143.3672085,902.3595034,0.030750699,-0.026202161,0.025762437,-0.029116439
111.6,0.025589872,0.150917951,2.033347509,212.275071,922.9203758,204.3202922,884.878657,0.027065462,-0.024510039,0.021431099,-0.027980155
111.65,0.009859674,0.155468962,1.883836966,244.9491893,877.9474501,243.1163381,845.432691,0.024584681,-0.021276957,0.018453687,-0.025194567
111.7,0.029939808,0.146713589,1.762319349,245.7185138,846.8447491,230.3801665,802.2500909,0.024448418,-0.018929373,0.019222082,-0.022038775
111.75,0.05264404,0.124119771,1.719342299,243.1788302,860.52088,206.1887387,796.776976,0.024686686,-0.01966922,0.021045287,-0.021372751
111.8,0.011785708,0.102474452,1.765298918,261.5416147,927.6009128,213.8160427,855.124785,0.023429498,-0.02444784,0.020572646,-0.025515046
111.85,-0.054110524,0.072383015,1.817758384,283.8815818,969.6938377,221.0025328,882.5183193,0.021746602,-0.027690812,0.019976311,-0.02771037
111.9,-0.077049976,0.039558877,1.833098916,281.6476307,959.6145605,206.931494,859.8586262,0.021868826,-0.027048938,0.020970477,-0.026145107
