Time [s],CG Height [in],Pitch Angle [deg],Roll Angle [deg],Tire Load FL [lbf],Tire Load FR [lbf],Tire Load RL [lbf],Tire Load RR [lbf],Damper u1 [ft],Damper u2 [ft],Damper u3 [ft],Damper u4 [ft]
28.85,0.125514904,0.037287418,1.17943504,311.977418,710.9954078,254.4431446,633.2531089,0.019759514,-0.008979916,0.017723587,-0.009551972
28.9,0.103533958,0.059151778,1.147985431,350.0898165,757.1764507,303.5785334,692.3970282,0.017147543,-0.012254365,0.014263025,-0.013815715
28.95,0.038394202,0.064933467,1.089893509,405.0124649,779.9923209,352.8086161,710.5232875,0.013157071,-0.014036614,0.010629489,-0.015317454
29,-0.007414461,0.052194,1.002896719,437.4549407,770.5082701,371.7406574,687.9805597,0.010735171,-0.01343281,0.009177921,-0.013775671
29.05,-0.029898854,0.035520383,0.902908027,459.7913734,749.7774879,386.7920452,660.7101907,0.009156128,-0.011961103,0.00816513,-0.011790225
29.1,-0.054434521,0.027367159,0.777494363,491.9985736,728.0599527,422.1622661,643.2991273,0.00680823,-0.010370345,0.005609889,-0.01048791
29.15,-0.070381353,0.023637315,0.669518465,505.8084188,707.8154602,438.1299382,626.7255089,0.005747055,-0.008980015,0.004370996,-0.009382976
29.2,-0.048968688,0.01834818,0.55396144,505.9553451,663.3400474,434.7127084,580.3733349,0.005680726,-0.005816136,0.00455564,-0.006090083
29.25,0.001739612,0.018140657,0.456954704,491.1468441,621.4415799,420.3563813,540.6561203,0.006701598,-0.002758126,0.005573569,-0.003158972
29.3,0.054847457,0.029396533,0.395244524,477.9896523,598.9703659,414.5214935,527.3113577,0.007737324,-0.001015067,0.006086224,-0.002069508
29.35,0.060854107,0.043327693,0.354416495,500.9932545,614.7613868,441.7754252,548.782878,0.00621959,-0.002014975,0.004251649,-0.003491243
29.4,0.013032536,0.050481179,0.323013207,538.8675265,645.026457,478.440017,578.7799003,0.003404178,-0.004274332,0.001480782,-0.005775399
29.45,-0.000245154,0.041107391,0.297729793,534.6446469,633.2784953,461.9607053,555.3806962,0.003553857,-0.00360669,0.002506584,-0.00427623
29.5,0.041754122,0.033540173,0.262989998,511.2639039,593.5575454,436.1394329,513.611059,0.005290412,-0.00070989,0.004482013,-0.00116941
29.55,0.068462364,0.042523995,0.226237732,510.3534945,579.4710308,446.523614,511.2419369,0.005384851,0.000379362,0.00376745,-0.000919028
29.6,0.084273094,0.053818889,0.207703194,508.3943428,577.6321212,449.411134,514.8497563,0.00553043,0.00054371,0.003556201,-0.001154336
29.65,0.083169182,0.067497533,0.202103451,513.8930003,586.2366369,461.2860207,530.3928929,0.00518827,-4.46E-06,0.002747206,-0.00221054
29.7,0.04983045,0.075011262,0.207751341,535.838767,613.9783811,482.7937253,557.9928034,0.003660504,-0.001968643,0.001214921,-0.004201566
29.75,-0.003246691,0.067920511,0.205680404,566.3005552,640.3101395,503.3853824,574.4634885,0.001466468,-0.003901616,-0.000292833,-0.005449905
29.8,-0.045469491,0.048647055,0.190466296,580.9857292,644.5896467,505.4993422,566.053501,0.000268462,-0.004358223,-0.000581676,-0.004988748
29.85,-0.034734471,0.029080172,0.174195184,562.4857292,621.0159366,480.2341149,535.8181799,0.001573612,-0.002626749,0.001254652,-0.002732462
29.9,-0.017079916,0.02354068,0.177536491,543.7085821,609.5801625,467.252549,530.4424984,0.002875287,-0.001879656,0.002161802,-0.002398852
29.95,0.029277339,0.027807408,0.169201786,522.7243991,581.3737601,452.5115355,508.6000983,0.004510302,0.000261459,0.003349745,-0.000714493
30,0.02843497,0.038603244,0.159651546,542.1820503,596.6733422,478.6736374,530.5874875,0.003187693,-0.000769116,0.001527234,-0.002243588
30.05,-0.003743625,0.042325505,0.143245379,572.5836459,618.7119349,506.6928121,550.3294377,0.001052605,-0.002296003,-0.000466889,-0.003635461
30.1,-0.071868926,0.035339554,0.130058069,612.6569952,655.2161175,540.1138156,580.3478393,-0.001857936,-0.004939533,-0.002897958,-0.005811119
30.15,-0.135074701,0.02140406,0.116667333,630.875377,667.8483058,552.4776174,587.3175138,-0.003301162,-0.00600459,-0.003925474,-0.006474516
30.2,-0.123531414,0.003081606,0.092212751,597.4156385,621.0366419,511.3133692,532.9150805,-0.001166121,-0.002929493,-0.00123377,-0.002851157
30.25,0.014814816,-0.004626776,0.058017064,513.9098534,521.4645956,427.6677519,433.3677561,0.004896314,0.004291732,0.004897279,0.004427311
30.3,0.139180687,0.018011098,0.024514115,485.2830235,481.6555148,418.8146081,413.7293164,0.007221504,0.007466384,0.005861072,0.006212851
30.35,0.154849023,0.058899952,0.007027578,519.2630917,514.860885,474.9234829,469.6104954,0.004947551,0.005253021,0.001931981,0.002305099
30.4,0.08514422,0.078597111,-0.012391341,585.9544571,572.7239829,536.733594,522.976084,0.000228882,0.001120103,-0.002525287,-0.001595154
30.45,-0.02741489,0.067235277,-0.049856549,655.1723577,621.5991757,587.0061553,553.0765654,-0.004863398,-0.002521316,-0.006264423,-0.00389602
30.5,-0.105798037,0.039251181,-0.091759718,674.7541807,624.9636912,590.489938,540.6716638,-0.006503841,-0.002953666,-0.006735025,-0.003181138
30.55,-0.103526504,0.009520643,-0.119651687,646.113597,591.6068643,551.5266143,497.6064602,-0.004516844,-0.000593887,-0.003955173,-7.21E-05
30.6,-0.07017382,-0.00134262,-0.134572112,620.2724952,564.946931,532.3062766,478.1855538,-0.002593053,0.001388424,-0.002458979,0.001437528
30.65,-0.052370497,0.005689379,-0.145247042,617.802489,560.3577849,542.5522568,486.7243144,-0.002317584,0.001819909,-0.003096656,0.000925401
30.7,-0.0619238,0.016792736,-0.153386933,626.7171323,566.6892555,558.2089309,500.0101603,-0.003015197,0.001284117,-0.004332235,-0.000164237
30.75,-0.034332735,0.016921258,-0.170660204,609.9303707,540.4825594,534.4314835,466.9284413,-0.00188682,0.003093166,-0.002715808,0.002124315
30.8,0.019018307,0.018059602,-0.184102131,589.3000926,516.8665075,511.9271231,441.6225306,-0.000315573,0.004909086,-0.000984331,0.004087754
30.85,0.022954897,0.025429307,-0.189899003,612.1917185,539.7407674,539.1426389,469.0615653,-0.001753898,0.003449728,-0.002706171,0.002327333
30.9,-0.05562923,0.034648304,-0.201093853,666.110219,588.4766515,599.8616648,524.7800506,-0.005727892,-0.000122823,-0.007194779,-0.001773175
30.95,-0.105934123,0.029079444,-0.196564761,664.2234701,594.2877861,590.6518529,523.4691623,-0.005813374,-0.000738798,-0.00681354,-0.001936608
31,-0.066066824,0.011380479,-0.183866902,614.4253949,552.0425188,527.4019117,467.932817,-0.002357312,0.002167986,-0.002350583,0.001964814
31.05,0.036188711,0.010157487,-0.171334684,555.3614807,496.8507776,473.766154,418.0720104,0.002004443,0.006215201,0.001671872,0.00567889
31.1,0.113915508,0.027832937,-0.173297977,541.8901239,477.2381225,473.7990475,411.7143961,0.003130163,0.007766526,0.001857422,0.006307738
31.15,0.118894889,0.058397773,-0.181266513,573.0505122,503.6004534,522.287374,455.2435934,0.001121343,0.006120039,-0.001425591,0.003399418
31.2,0.004637779,0.075039998,-0.188285534,660.7006139,588.3756029,610.1272835,540.2133321,-0.00509849,8.81E-05,-0.007742416,-0.002729487
31.25,-0.146002815,0.056585424,-0.204535504,728.8031498,647.3303364,656.6428804,577.6382127,-0.010268286,-0.00442051,-0.011414923,-0.005744868
31.3,-0.196678447,0.013150425,-0.215895123,709.7126195,626.7594261,610.8989759,530.5971702,-0.009175216,-0.003175605,-0.008384683,-0.002575271
31.35,-0.146047176,-0.02266062,-0.210213413,653.8880763,579.2102744,546.2601843,474.5347176,-0.0051046,0.000308862,-0.003563171,0.001638411
31.4,-0.092572612,-0.021662898,-0.197337219,617.1087723,550.1686385,530.2977763,466.4889525,-0.002509919,0.002356377,-0.002419154,0.002221604
31.45,-0.000362916,-0.001507142,-0.179452866,563.4447049,503.8016376,492.9358119,436.3278207,0.001430999,0.005722443,0.00029867,0.004370597
31.5,0.080559056,0.022698207,-0.183101768,548.24105,479.1021427,485.5008887,419.0880967,0.002641686,0.007586277,0.000960392,0.005707134
31.55,0.141812923,0.052108536,-0.186204186,527.4948605,460.6576997,474.6561131,410.4860727,0.003933225,0.008854715,0.001486787,0.006216539
31.6,0.229233832,0.067924581,-0.147293047,497.4749225,456.214217,436.7079401,398.2052322,0.006543941,0.009491548,0.004659563,0.007408357
31.65,0.144351827,0.08119737,-0.169761163,611.4163326,538.8238863,552.6735778,482.4179635,-0.001463868,0.00364803,-0.003463845,0.001476978
31.7,-0.006395874,0.078514425,-0.209166302,687.6952032,597.2885242,624.8175632,536.4056989,-0.007309251,-0.00078649,-0.009074919,-0.002695583
31.75,-0.060191017,0.050427955,-0.209691966,659.4488631,583.3059781,576.3771506,502.7599578,-0.005610907,-5.45E-05,-0.005948945,-0.000572109
31.8,0.007681002,0.021836302,-0.189691165,589.7425827,527.6018289,495.0230134,435.9147153,-0.000500177,0.004009691,8.29E-05,0.00437504
31.85,0.053809397,0.020689487,-0.177286016,582.5173572,521.7810241,500.5212506,442.7551274,0.000297672,0.004666051,1.94E-05,0.004172765
31.9,0.004526032,0.0321758,-0.177690203,634.6505296,569.1559767,564.9124133,502.0900992,-0.003341519,0.001363372,-0.004542322,-3.11E-05
31.95,-0.095818373,0.031820627,-0.180936133,685.592319,618.4139557,613.5526655,548.9070826,-0.007133998,-0.002278964,-0.008210673,-0.003538381
32,-0.152854685,0.016863725,-0.176242268,679.3995888,616.4010561,597.7921116,537.3476453,-0.006969503,-0.002423959,-0.007385716,-0.003024162
32.05,-0.081607915,-0.004005851,-0.175325353,607.0139623,543.1456295,513.8677265,452.5606201,-0.001901469,0.002707486,-0.001454419,0.00296973
32.1,0.06085514,-0.003765747,-0.171294558,534.1080749,472.9462361,448.0794196,389.4484476,0.003514825,0.007934798,0.003531338,0.0077688
32.15,0.146029928,0.026496562,-0.168241811,526.1567451,465.1776739,463.6578054,405.1589683,0.004337275,0.008718974,0.002681276,0.006883849
32.2,0.142761081,0.062696371,-0.175005703,559.1483197,492.1608146,511.8439921,447.2328309,0.001960867,0.006770769,-0.000865522,0.003772695
32.25,0.128411749,0.076957502,-0.182852614,575.9141948,505.9626162,520.7617278,453.1727868,0.000728634,0.005769647,-0.001593551,0.00327734
32.3,0.100228954,0.071970357,-0.183938879,598.7312255,531.3045876,529.7233191,464.8027913,-0.000864817,0.00402038,-0.002186399,0.00251872
32.35,0.041169507,0.057993481,-0.177132658,629.710999,566.7337395,551.4898628,491.1137646,-0.00312302,0.001405556,-0.00374973,0.000591406
32.4,-0.011496774,0.043775766,-0.185158773,647.0336619,575.5855972,566.3955607,497.4676689,-0.004415415,0.000703088,-0.004862159,7.41E-05
32.45,-0.051085967,0.029580005,-0.197764943,657.3402007,580.1251824,574.5901949,499.8404164,-0.00516989,0.000388906,-0.005447346,-6.61E-05
32.5,-0.08662319,0.021885987,-0.201676541,660.7786701,585.8520975,581.9815024,509.7020996,-0.005481291,-5.29E-05,-0.006036255,-0.000797888
32.55,-0.089683157,0.016537144,-0.19193641,639.0619704,572.5192332,561.3749286,497.6949617,-0.004030756,0.000792073,-0.004686878,-6.99E-05
32.6,-0.033616685,0.011140372,-0.185034103,598.9282848,532.7480753,517.6235688,454.2750496,-0.00111256,0.003626603,-0.00151862,0.003015804
32.65,0.034773694,0.011740034,-0.20232787,583.2432206,501.2820186,502.4594113,423.0591469,0.000132136,0.005965632,-0.000257601,0.005390255
32.7,0.070733584,0.029414395,-0.234405263,587.0622894,489.2009878,520.5944572,425.2260428,-0.000144888,0.006889632,-0.001559017,0.005296241
32.75,0.099702201,0.047023923,-0.247405776,576.6476307,481.2117718,514.8083169,422.2314559,0.000534566,0.00743059,-0.001264721,0.005426961
32.8,0.139629375,0.056382112,-0.25358988,568.6120925,472.0512624,502.9726438,409.6389797,0.001271302,0.008191425,-0.000246042,0.006442211
32.85,0.118503451,0.066316818,-0.281163862,609.4634445,494.5892481,546.6179204,435.0211726,-0.00158406,0.006617123,-0.003298562,0.004666253
32.9,0.067071377,0.067252107,-0.321350901,646.9797023,513.4917831,580.6226991,450.5247485,-0.004369703,0.005204659,-0.005860024,0.003470895
32.95,0.027286341,0.05722316,-0.351600084,662.3386294,521.8523289,587.6675552,451.0450404,-0.005511121,0.004605867,-0.006405803,0.003434742
33,-0.013122107,0.0436076,-0.36973396,678.2564812,535.1284575,598.0212007,459.3316491,-0.006648165,0.003648399,-0.007125535,0.002852862
33.05,-0.045371722,0.030573481,-0.388810219,684.0260851,533.902327,601.1776459,455.9086363,-0.007193623,0.003612211,-0.007483057,0.00297395
33.1,-0.02154002,0.018947411,-0.402098707,655.7252589,502.9669247,569.7852026,422.1932483,-0.005190448,0.005812641,-0.005247917,0.005383782
33.15,0.012430655,0.017123757,-0.412292962,644.5529608,489.3590416,562.3160437,412.5735199,-0.004244042,0.006941359,-0.004534755,0.006258488
33.2,-0.002914633,0.025600679,-0.41846847,664.1674499,508.0025465,591.0457357,440.5338098,-0.005645247,0.005602941,-0.006598456,0.004242765
33.25,-0.012267946,0.030431735,-0.423995997,660.6337678,503.5641324,588.1170188,436.8817371,-0.005550841,0.005796584,-0.006591056,0.004336316
33.3,0.037125223,0.028305825,-0.411686961,618.7469753,473.1157735,540.2220475,400.630609,-0.00259033,0.007960833,-0.003187213,0.006929211
33.35,0.103075843,0.034564777,-0.394220619,590.5225862,451.3840957,515.9892113,382.883204,-0.000396463,0.009607135,-0.001243157,0.008324868
33.4,0.115489496,0.050128314,-0.409009789,618.6330775,461.8215591,553.1225606,401.9815203,-0.0022117,0.009016929,-0.003711299,0.007106963
33.45,0.050611658,0.060226837,-0.43964462,676.1219296,503.2952037,612.4273089,445.0652468,-0.006404039,0.00602545,-0.008075521,0.003960092
33.5,-0.018113277,0.052812004,-0.459161502,705.2985993,529.1715115,631.3937566,460.9974948,-0.008561721,0.004121067,-0.009535415,0.002735631
33.55,-0.071287026,0.031618626,-0.473728028,718.0383699,538.910032,630.8466916,457.8793783,-0.00963532,0.003286616,-0.009630572,0.002848546
33.6,-0.062079411,0.014337887,-0.473863102,685.5277239,511.8898702,595.7002404,428.583697,-0.007385244,0.005157142,-0.007150838,0.004922524
33.65,0.000668301,0.010926862,-0.46150689,630.1863777,466.9235481,546.0401188,389.6024603,-0.003567602,0.008279628,-0.003727709,0.007628224
33.7,0.124406334,0.022508416,-0.429854684,564.6862548,417.994483,489.1648705,349.3058756,0.001457342,0.012028461,0.000698233,0.010776183
33.75,0.126711525,0.049122332,-0.436215817,625.791337,461.827036,565.5485695,407.9659637,-0.00251363,0.009219364,-0.004367464,0.00690317
33.8,-0.043774832,0.065681748,-0.47293824,762.1006881,573.565738,706.3124579,523.6563494,-0.012219381,0.001278435,-0.014471733,-0.001398703
33.85,-0.267467066,0.042524223,-0.513234006,854.9781419,652.9236743,777.0948613,581.1351968,-0.019444802,-0.004844616,-0.020202431,-0.006039807
33.9,-0.299673291,-0.014941544,-0.500794933,779.6101431,602.1456243,666.2421148,495.6735732,-0.014490155,-0.0015854,-0.012671128,-0.000260423
33.95,-0.141203542,-0.055134903,-0.460104796,642.3877813,489.19473,520.9945431,375.246521,-0.004607129,0.006501098,-0.002059213,0.008512815
34,0.051798384,-0.038683486,-0.432270287,560.4762615,411.1956993,471.0225344,328.8619181,0.00170247,0.012426848,0.002059051,0.012267882
34.05,0.102312425,0.016910506,-0.442785291,605.4259561,438.3262195,554.4807488,393.7955729,-0.001092443,0.010891838,-0.003582568,0.007936881
34.1,-0.027744141,0.051384436,-0.463908751,726.9740674,549.0531041,678.1397202,506.2995981,-0.009784054,0.00302882,-0.01256129,-0.000186993
34.15,-0.216617055,0.039964093,-0.471152948,813.671702,638.7765163,741.4361458,572.8523762,-0.016316041,-0.003672126,-0.017444333,-0.005254189
34.2,-0.327387373,0.000651052,-0.459875924,814.4069096,650.1644099,717.6588257,560.0605878,-0.016643565,-0.00476986,-0.016027062,-0.004631524
34.25,-0.305415909,-0.048536428,-0.446487083,750.7407734,592.131781,632.4797314,480.5949546,-0.012323466,-0.000869352,-0.010053816,0.000915253
34.3,-0.144244834,-0.056541106,-0.446679567,636.1934805,469.3051838,536.9593406,376.4451197,-0.004070563,0.007832753,-0.003055491,0.008386609
34.35,0.049559665,-0.01910594,-0.510844681,584.589356,371.1255001,518.0174906,310.4448353,0.000114482,0.015350046,-0.001235175,0.013574269
34.4,0.078846159,0.028956654,-0.581331156,655.0725978,415.1253453,605.9947268,372.1095653,-0.004698225,0.012547737,-0.007384027,0.009427281
34.45,-0.021912664,0.051088732,-0.62251641,745.6200724,501.8127678,689.2992502,452.5893435,-0.011277278,0.006308602,-0.013534749,0.003543579
34.5,-0.158762903,0.033894283,-0.63596263,813.8152022,575.5234995,731.640055,501.5115326,-0.016240482,0.000965892,-0.016662647,-4.16E-05
34.55,-0.286638447,-0.006090501,-0.631368784,842.7288136,613.4968687,738.1598025,517.7699976,-0.018705149,-0.002127691,-0.01747784,-0.001536196
34.6,-0.272445787,-0.044278657,-0.609282443,775.919142,561.2623458,661.5087063,455.980948,-0.013982082,0.001545196,-0.011994539,0.002874988
34.65,-0.220772192,-0.059570456,-0.585642406,739.1944491,533.1079415,631.6858259,434.632842,-0.011153497,0.003716335,-0.009597797,0.004619783
34.7,-0.204682669,-0.050144445,-0.574803723,738.5766059,531.8485765,649.1080827,451.0551094,-0.01107975,0.003824784,-0.01081606,0.003461594
34.75,-0.17075759,-0.034028948,-0.568667749,707.3474612,501.1332273,628.2003857,430.3373355,-0.009092873,0.00577695,-0.009628001,0.004638829
34.8,-0.019300354,-0.021912176,-0.565546344,616.2887656,409.9535227,534.3117625,336.1491388,-0.002556139,0.01231877,-0.002913486,0.011371677
34.85,0.132757794,-0.001155991,-0.56935528,585.8307573,374.3825952,507.37245,303.9204943,0.000114832,0.015307489,-0.000422008,0.014193493
34.9,0.101393306,0.035912792,-0.593662826,672.7978793,445.6755406,613.6233968,394.383048,-0.005978202,0.010363949,-0.007914141,0.007859564
34.95,-0.02351931,0.051692023,-0.607462288,750.8523195,523.2649534,688.3141294,468.7893747,-0.011717594,0.004709175,-0.013521006,0.002325698
35,-0.146120256,0.029574826,-0.603787377,794.1944342,574.5688335,706.2632588,495.1017644,-0.014969232,0.000904547,-0.014975089,0.000289695
35.05,-0.234255245,-0.010379634,-0.590450497,809.9431476,598.0257441,701.0329616,497.7615046,-0.016173226,-0.000889181,-0.014626425,3.44E-05
35.1,-0.274403572,-0.046194124,-0.583211047,795.9658401,585.7826075,680.1342858,478.5657342,-0.015399078,-0.000200052,-0.013293558,0.001284022
35.15,-0.218137662,-0.061923147,-0.554682638,724.7275698,533.0046477,615.9580639,432.8160612,-0.010319642,0.003574095,-0.008693217,0.00458182
35.2,-0.130917313,-0.056710628,-0.520321907,674.8490919,497.1325279,577.5829426,408.2947271,-0.006583094,0.006265173,-0.005774828,0.00646461
35.25,-0.069184053,-0.036895083,-0.499370405,660.2051793,484.2936731,576.1621359,408.1673709,-0.005441606,0.007218545,-0.005579432,0.006507773
35.3,-0.03958243,-0.010630611,-0.50456,671.3567104,483.5482323,599.1174305,418.6224556,-0.006073133,0.007413659,-0.007087426,0.00587016
35.35,-0.076291362,0.005348244,-0.521481218,713.2176956,516.2097826,640.3565956,450.4036005,-0.009155275,0.005056053,-0.01018723,0.003515312
35.4,-0.088655104,1.91E-06,-0.518404844,704.5649742,515.7974435,617.8951696,436.3514999,-0.008756949,0.004878753,-0.008796054,0.004319787
35.45,-0.020385156,-0.004577065,-0.512437781,649.6880521,463.6719096,560.277584,381.6528691,-0.004878687,0.008532287,-0.004668679,0.008209488
35.5,0.08643482,0.008030529,-0.513612844,600.8590348,411.4755079,522.0643262,339.9855098,-0.001252873,0.01237624,-0.001764521,0.011337449
35.55,0.144599503,0.0359916,-0.530435249,614.3163973,411.7263855,549.9360467,354.4528556,-0.001819291,0.012700316,-0.003403002,0.010603545
35.6,0.051276071,0.051364582,-0.576007877,720.731226,490.9475364,654.4958669,431.7095537,-0.009394808,0.00707535,-0.010890716,0.005074972
35.65,-0.069253115,0.04158097,-0.617950609,767.6308794,526.7391506,688.0485531,454.5825438,-0.013294051,0.004119022,-0.013882778,0.002997467
35.7,-0.019418708,0.012059914,-0.602170246,674.3661969,460.9631361,573.3992213,368.363409,-0.006869661,0.008633138,-0.005893235,0.009009723
35.75,0.120785041,0.002401042,-0.564763983,594.6827251,400.3151866,496.4461575,310.9115014,-0.00071435,0.013294372,0.000188848,0.013560726
35.8,0.131108602,0.029236201,-0.569083556,643.7613661,431.8098384,573.9820679,370.3926225,-0.003952535,0.011238298,-0.005069332,0.009516097
35.85,0.04646299,0.055827593,-0.601267459,709.7403129,476.9177306,652.7340344,427.7773569,-0.008833279,0.007905757,-0.010991287,0.005179858
35.9,-0.002203626,0.049051874,-0.622501,716.1872414,480.2922048,640.1006147,412.2506703,-0.009548661,0.007473239,-0.01039902,0.006044359
35.95,0.035467427,0.028093845,-0.622028699,672.6491686,445.2038683,579.7353874,360.8554079,-0.006484465,0.009958066,-0.006057328,0.009769386
36,0.104489789,0.02416961,-0.605294866,629.1066306,413.7767827,541.5764401,335.1541517,-0.003326997,0.01224118,-0.003227041,0.01169956
36.05,0.171678527,0.038381293,-0.585767283,603.221942,395.5819425,528.5487557,329.7930438,-0.001314899,0.013667393,-0.002130198,0.01221091
36.1,0.182991322,0.060008182,-0.575926254,621.067371,413.5917148,556.9189694,358.0600647,-0.002477807,0.012484458,-0.00408705,0.010252839
36.15,0.144029219,0.069645412,-0.566141789,653.829595,450.6439839,586.4372811,391.6526226,-0.004851026,0.009836009,-0.00627118,0.007809638
36.2,0.096371104,0.06405219,-0.542569702,667.0742867,477.9311819,590.7732293,409.9726883,-0.005929958,0.007771383,-0.006698582,0.006401094
36.25,0.079545484,0.055626881,-0.504639777,651.2194053,481.9376589,571.6474638,410.6416461,-0.004829314,0.007471558,-0.005358229,0.006345403
36.3,0.06541984,0.046669496,-0.452070301,646.6336616,501.2607157,564.345414,426.9451807,-0.004378661,0.006168756,-0.004687123,0.005283877
36.35,0.021970065,0.043787192,-0.409998995,658.0601458,524.1945457,580.8956527,454.3906228,-0.005315841,0.004379569,-0.005986235,0.003175821
36.4,0.038648737,0.040647652,-0.367263686,615.520914,499.2309067,538.8608633,429.3034947,-0.002435465,0.006063283,-0.003168653,0.004842722
36.45,0.107672608,0.039379303,-0.301541867,565.1375183,480.0357727,486.8723787,407.9695267,0.001409446,0.007624213,0.000808812,0.006574591
36.5,0.098063855,0.046433428,-0.256966642,599.0961199,521.2843962,526.4522118,454.007625,-0.000769306,0.004837193,-0.001758233,0.003457608
36.55,0.012197336,0.049789235,-0.237031745,647.6494609,569.4236461,577.4524142,503.6533174,-0.004514535,0.001161838,-0.005708647,-0.000354279
36.6,0.009886063,0.041161402,-0.205134417,606.2212067,544.0549885,528.7428724,470.4788547,-0.001745183,0.002799585,-0.002452065,0.001810124
36.65,0.078881247,0.029386509,-0.171135597,558.6767915,508.9840763,472.6561649,426.5020772,0.001839388,0.005453789,0.001783818,0.005141501
36.7,0.098156144,0.031485419,-0.146368962,571.230141,527.4166856,491.6202545,450.8482338,0.001132398,0.004318817,0.000665588,0.003630858
36.75,0.030059159,0.04196135,-0.123181761,621.3711956,585.4511059,552.5673293,519.2239555,-0.002387998,0.000231345,-0.00365043,-0.001218337
36.8,-0.074451232,0.041238496,-0.105283162,657.4975595,625.2498646,587.5944586,557.4981855,-0.005267225,-0.002953026,-0.006507928,-0.004350389
36.85,-0.052068444,0.023871085,-0.103148538,601.4627414,564.8141379,517.9865963,483.1060882,-0.001495674,0.001150817,-0.001783007,0.000734816
36.9,0.069086369,0.011100663,-0.094840004,532.593206,501.3487795,442.6976192,413.0351448,0.003706875,0.005981883,0.00395872,0.006119418
36.95,0.091717758,0.024888478,-0.086263839,564.8992587,536.0631216,491.6783649,464.3281092,0.001750633,0.003818269,0.000856508,0.002816501
37,-0.023151325,0.043943804,-0.089111091,648.2371182,614.5410308,588.4040214,556.0287702,-0.004342,-0.001919378,-0.006269592,-0.003942782
37.05,-0.115956999,0.036582359,-0.087438043,667.3360432,636.5034268,594.8696709,565.3142048,-0.005972047,-0.003722014,-0.007081897,-0.004923777
37.1,-0.111643118,0.007316514,-0.076683953,627.8760215,603.6218086,533.7375515,510.799441,-0.003319856,-0.001565385,-0.002824949,-0.001165363
37.15,-0.020579532,-0.005760632,-0.076587432,568.1453273,539.3818093,476.2745667,448.6982331,0.001093355,0.003132569,0.001506649,0.003459516
37.2,0.042395665,0.005863306,-0.088887505,560.8583535,523.7908894,483.8612626,447.8272848,0.001797109,0.004459913,0.001148249,0.003736282
37.25,0.040632615,0.023538365,-0.090293117,582.8199192,549.9025314,514.5633402,482.78634,0.000247768,0.002656386,-0.001063195,0.00126398
37.3,0.013797743,0.032477955,-0.076589104,594.8100669,572.0791121,525.3152897,503.9245624,-0.000710866,0.000956363,-0.001976152,-0.000405093
37.35,0.016826832,0.028944214,-0.064799888,585.024258,565.4831772,507.3463299,489.1091659,-2.30E-05,0.001384495,-0.000685739,0.000627174
37.4,0.022320208,0.028451537,-0.063934627,585.9051015,562.2590987,509.4706512,486.8808095,-6.73E-06,0.001668956,-0.000737131,0.000861467
37.45,-0.005591769,0.029226262,-0.076608584,615.6508053,582.2421739,540.5811759,508.0094846,-0.002021379,0.000347833,-0.002858492,-0.00055015
37.5,-0.085275507,0.024038162,-0.091649637,663.009801,624.4434764,585.214897,547.5308324,-0.005497877,-0.002698771,-0.006158468,-0.003422328
37.55,-0.140055424,0.007820832,-0.085347586,659.566044,630.8266786,572.927735,545.3415772,-0.005540189,-0.003441536,-0.005584948,-0.00356838
37.6,-0.080055709,-0.011043517,-0.077122076,596.7235166,571.5855969,501.471363,477.6493367,-0.001044556,0.000780122,-0.000436971,0.001292887
37.65,-0.00069977,-0.011541502,-0.069274571,563.8193393,541.4024478,475.7251084,454.5483865,0.001509677,0.003131236,0.001665377,0.003197121
37.7,0.015227789,0.006952274,-0.068226735,581.9864093,556.5420433,509.7585725,485.3728242,0.00037188,0.002168914,-0.000629947,0.001090022
37.75,-0.028696441,0.020154721,-0.0850936,624.0856309,586.1377191,554.7130981,517.6407088,-0.002695786,2.64E-06,-0.003953056,-0.001318216
37.8,-0.068928574,0.019414369,-0.096524088,637.5020447,599.1110932,562.0027772,524.6092372,-0.003784455,-0.000967044,-0.004614005,-0.001867453
37.85,-0.07609227,0.01210284,-0.076656574,614.3565682,594.0632528,533.3564487,514.4105167,-0.002283252,-0.00077225,-0.002713106,-0.001298122
37.9,-0.007744514,0.006482265,-0.059997873,562.0231633,545.7983424,478.2900313,463.4484236,0.001501281,0.002663002,0.001293453,0.002354707
37.95,0.072543262,0.014357871,-0.059182295,534.8558189,513.2098686,458.1515968,437.5654875,0.00358288,0.00512145,0.002900978,0.004361943
38,0.105783583,0.032801704,-0.065071842,547.3719675,521.3318696,480.393439,455.1938317,0.002868956,0.004737795,0.001469823,0.00327768
38.05,0.054966877,0.04527851,-0.068523153,597.9500974,571.6266864,532.3101691,506.8307187,-0.000750449,0.00115124,-0.002268567,-0.000427483
38.1,-0.018675559,0.044908632,-0.068137158,628.2816846,603.4692596,558.1249216,534.2413514,-0.003073166,-0.001278898,-0.004299335,-0.002571762
38.15,-0.054130983,0.029286091,-0.066628784,629.3154894,605.414734,546.5881145,523.6602252,-0.003172206,-0.001447556,-0.003505034,-0.001850474
38.2,-0.076951189,0.009860933,-0.067430084,634.0221096,608.5847507,543.0702345,518.5732548,-0.003519314,-0.00170324,-0.003218349,-0.001470268
38.25,-0.08310442,0.000398122,-0.074624658,626.0341213,596.1303139,539.0888581,510.0983013,-0.003031506,-0.00087627,-0.002983726,-0.000894339
